Picked up JAVA_TOOL_OPTIONS: -Xmx2g
Opening log file:  /tmp/java.log.57051

                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
             R2022b Update 2 (9.13.0.2105380) 64-bit (glnxa64)
                              October 26, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
Starting parallel pool (parpool) using the 'local' profile ...
Connected to the parallel pool (number of workers: 32).
Loaded 446 seeds from grids/seeds/individual/y2023.mat
	scoring all of them using MC
	MCS total time 14.0 m + evolution total time 2.0 d = 2.0 d
	MCS runs 446 (1.0 m each) --> evolution runs 352 (4.0 h each)

seed 109 | gen   19 (2.9K grids scored in 56.1 m) | maps{1} | new champion: max wsl 9, nw 18, score 167
seed 159 | gen    3 (93 grids scored in 10.7 m) | maps{1} | new champion: max wsl 10, nw 15, score 128
seed 49 | gen    4 (245 grids scored in 1.6 m) | maps{1} | new champion: max wsl 9, nw 14, score 142
seed 69 | gen    6 (737 grids scored in 21.2 m) | maps{1} | new champion: max wsl 9, nw 12, score 160
seed 74 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 66
seed 74 | gen    2 (73 grids scored in 30.6 s) | maps{1} | new champion: max wsl 13, nw 12, score 121
seed 49 | gen    5 (337 grids scored in 3.0 m) | maps{1} | new champion: max wsl 9, nw 14, score 146
seed 74 | gen    3 (176 grids scored in 1.7 m) | maps{1} | new champion: max wsl 13, nw 12, score 128
seed 49 | gen    6 (444 grids scored in 4.4 m) | maps{1} | new champion: max wsl 9, nw 14, score 148
seed 109 | gen   20 (3.1K grids scored in 59.4 m) | maps{1} | new champion: max wsl 9, nw 18, score 170
seed 159 | gen    4 (189 grids scored in 14.1 m) | maps{1} | new champion: max wsl 9, nw 16, score 143
seed 149 | gen   48 (5.9K grids scored in 56.4 m) | maps{1} | new champion: max wsl 8, nw 11, score 165
seed 49 | gen    7 (548 grids scored in 5.8 m) | maps{1} | new champion: max wsl 9, nw 14, score 151
seed 74 | gen    4 (272 grids scored in 4.1 m) | maps{1} | new champion: max wsl 10, nw 13, score 147
seed 79 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 69
seed 69 | gen    7 (915 grids scored in 26.1 m) | maps{1} | new champion: max wsl 9, nw 12, score 164
seed 79 | gen    2 (67 grids scored in 16.5 s) | maps{1} | new champion: max wsl 13, nw 15, score 124
seed 84 | gen   10 (1.2K grids scored in 42.9 m) | maps{1} | new champion: max wsl 10, nw 15, score 153
seed 159 | gen    5 (288 grids scored in 17.0 m) | maps{1} | new champion: max wsl 9, nw 16, score 151
seed 54 | gen   13 (1.3K grids scored in 27.5 m) | maps{1} | new champion: max wsl 9, nw 14, score 158
seed 79 | gen    3 (173 grids scored in 1.3 m) | maps{1} | new champion: max wsl 13, nw 15, score 132
seed 94 | gen   25 (3.3K grids scored in 56.6 m) | maps{1} | new champion: max wsl 9, nw 13, score 168
seed 49 | gen    9 (767 grids scored in 9.6 m) | maps{1} | new champion: max wsl 10, nw 14, score 157
seed 79 | gen    4 (290 grids scored in 3.0 m) | maps{1} | new champion: max wsl 11, nw 15, score 138
seed 74 | gen    5 (407 grids scored in 8.3 m) | maps{1} | new champion: max wsl 10, nw 14, score 158
seed 79 | gen    5 (402 grids scored in 4.4 m) | maps{1} | new champion: max wsl 13, nw 14, score 142
seed 189 | gen   21 (1.9K grids scored in 45.2 m) | maps{1} | new champion: max wsl 12, nw 13, score 142
seed 69 | gen    8 (1.1K grids scored in 31.4 m) | maps{1} | new champion: max wsl 9, nw 12, score 165
seed 84 | gen   11 (1.4K grids scored in 48.1 m) | maps{1} | new champion: max wsl 10, nw 14, score 157
seed 189 | gen   22 (2.1K grids scored in 48.9 m) | maps{1} | new champion: max wsl 10, nw 12, score 154
seed 154 | gen   12 (1.2K grids scored in 32.1 m) | maps{1} | new champion: max wsl 8, nw 16, score 162
seed 174 | gen   25 (3.5K grids scored in 49.3 m) | maps{1} | new champion: max wsl 9, nw 16, score 171
seed 159 | gen    7 (528 grids scored in 26.4 m) | maps{1} | new champion: max wsl 9, nw 14, score 155
seed 79 | gen    7 (686 grids scored in 10.8 m) | maps{1} | new champion: max wsl 13, nw 13, score 143
seed 189 | gen   23 (2.3K grids scored in 51.8 m) | maps{1} | new champion: max wsl 10, nw 12, score 155
seed 59 | gen   16 (1.8K grids scored in 56.9 m) | maps{1} | new champion: max wsl 9, nw 14, score 158
seed 79 | gen    8 (839 grids scored in 13.6 m) | maps{1} | new champion: max wsl 11, nw 13, score 148
seed 124 | gen   39 (4.4K grids scored in 58.3 m) | maps{1} | new champion: max wsl 9, nw 14, score 170
seed 104 | gen   15 (1.6K grids scored in 58.4 m) | maps{1} | new champion: max wsl 9, nw 13, score 167
seed 129 | gen   12 (1.6K grids scored in 1.1 h) | maps{1} | new champion: max wsl 9, nw 14, score 163
seed 54 | gen   18 (1.9K grids scored in 43.3 m) | maps{1} | new champion: max wsl 9, nw 14, score 161
seed 104 | gen   16 (1.7K grids scored in 1.0 h) | maps{1} | new champion: max wsl 9, nw 13, score 169
seed 84 | gen   13 (1.7K grids scored in 1.0 h) | maps{1} | new champion: max wsl 10, nw 14, score 159
seed 179 | gen   12 (1.3K grids scored in 1.2 h) | maps{1} | new champion: max wsl 10, nw 15, score 141
seed 74 | gen    7 (698 grids scored in 25.0 m) | maps{1} | new champion: max wsl 10, nw 14, score 161
seed 59 | gen   18 (2.1K grids scored in 1.1 h) | maps{1} | new champion: max wsl 9, nw 15, score 160
seed 169 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 66
seed 79 | gen   10 (1.2K grids scored in 22.9 m) | maps{1} | new champion: max wsl 13, nw 14, score 152
seed 39 | gen   17 (2.1K grids scored in 1.2 h) | maps{1} | new champion: max wsl 13, nw 10, score 168
seed 144 | gen   28 (3.9K grids scored in 1.3 h) | maps{1} | new champion: max wsl 10, nw 14, score 178
seed 139 | gen   11 (1.6K grids scored in 1.5 h) | maps{1} | new champion: max wsl 13, nw 13, score 153
seed 59 | gen   20 (2.5K grids scored in 1.3 h) | maps{1} | new champion: max wsl 9, nw 13, score 162
seed 89 | gen   23 (2.8K grids scored in 1.1 h) | maps{1} | new champion: max wsl 9, nw 13, score 159
seed 84 | gen   15 (2.0K grids scored in 1.3 h) | maps{1} | new champion: max wsl 10, nw 14, score 165
seed 59 | gen   21 (2.7K grids scored in 1.3 h) | maps{1} | new champion: max wsl 9, nw 13, score 165
seed 74 | gen    9 (977 grids scored in 42.6 m) | maps{1} | new champion: max wsl 10, nw 14, score 163
seed 164 | gen   10 (889 grids scored in 1.3 h) | maps{1} | new champion: max wsl 9, nw 18, score 141
seed 69 | gen   11 (1.7K grids scored in 1.1 h) | maps{1} | new champion: max wsl 9, nw 12, score 168
seed 144 | gen   33 (4.7K grids scored in 1.5 h) | maps{1} | new champion: max wsl 10, nw 13, score 182
seed 59 | gen   22 (2.9K grids scored in 1.4 h) | maps{1} | new champion: max wsl 9, nw 13, score 166
seed 169 | gen   36 (5.0K grids scored in 20.9 m) | maps{1} | new champion: max wsl 13, nw 12, score 103
seed 74 | gen   10 (1.1K grids scored in 47.0 m) | maps{1} | new champion: max wsl 10, nw 12, score 164
seed 44 | gen   21 (2.6K grids scored in 1.3 h) | maps{1} | new champion: max wsl 10, nw 13, score 173
seed 169 | gen   37 (5.2K grids scored in 22.2 m) | maps{1} | new champion: max wsl 9, nw 11, score 110
seed 124 | gen   51 (6.2K grids scored in 1.5 h) | maps{1} | new champion: max wsl 9, nw 13, score 173
seed 169 | gen   38 (5.4K grids scored in 25.3 m) | maps{1} | new champion: max wsl 13, nw 13, score 120
seed 139 | gen   13 (1.9K grids scored in 1.8 h) | maps{1} | new champion: max wsl 13, nw 13, score 156
seed 169 | gen   39 (5.6K grids scored in 29.3 m) | maps{1} | new champion: max wsl 13, nw 12, score 122
seed 109 | gen   29 (4.9K grids scored in 1.9 h) | maps{1} | new champion: max wsl 9, nw 18, score 176
seed 164 | gen   12 (1.2K grids scored in 1.6 h) | maps{1} | new champion: max wsl 10, nw 19, score 147
seed 59 | gen   25 (3.4K grids scored in 1.6 h) | maps{1} | new champion: max wsl 9, nw 13, score 167
seed 84 | gen   18 (2.5K grids scored in 1.6 h) | maps{1} | new champion: max wsl 9, nw 14, score 168
seed 154 | gen   19 (2.2K grids scored in 1.3 h) | maps{1} | new champion: max wsl 8, nw 15, score 164
seed 179 | gen   14 (1.7K grids scored in 1.8 h) | maps{1} | new champion: max wsl 12, nw 12, score 144
seed 169 | gen   40 (5.8K grids scored in 33.8 m) | maps{1} | new champion: max wsl 9, nw 14, score 127
seed 164 | gen   13 (1.3K grids scored in 1.7 h) | maps{1} | new champion: max wsl 10, nw 18, score 150
seed 124 | gen   57 (7.0K grids scored in 1.7 h) | maps{1} | new champion: max wsl 9, nw 13, score 174
seed 169 | gen   41 (6.0K grids scored in 38.9 m) | maps{1} | new champion: max wsl 13, nw 14, score 132
seed 159 | gen   14 (1.4K grids scored in 1.3 h) | maps{1} | new champion: max wsl 9, nw 14, score 157
seed 164 | gen   14 (1.5K grids scored in 1.7 h) | maps{1} | new champion: max wsl 10, nw 18, score 152
seed 159 | gen   15 (1.6K grids scored in 1.3 h) | maps{1} | new champion: max wsl 9, nw 16, score 158
seed 144 | gen   40 (6.0K grids scored in 1.9 h) | maps{1} | new champion: max wsl 10, nw 13, score 185
seed 169 | gen   42 (6.2K grids scored in 44.2 m) | maps{1} | new champion: max wsl 9, nw 14, score 134
seed 159 | gen   16 (1.7K grids scored in 1.4 h) | maps{1} | new champion: max wsl 9, nw 16, score 162
seed 94 | gen   42 (6.1K grids scored in 2.1 h) | maps{1} | new champion: max wsl 8, nw 13, score 169
seed 169 | gen   43 (6.4K grids scored in 50.5 m) | maps{1} | new champion: max wsl 13, nw 14, score 138
seed 189 | gen   29 (3.2K grids scored in 1.9 h) | maps{1} | new champion: max wsl 10, nw 11, score 158
seed 169 | gen   44 (6.7K grids scored in 56.4 m) | maps{1} | new champion: max wsl 9, nw 14, score 139
seed 189 | gen   30 (3.4K grids scored in 2.0 h) | maps{1} | new champion: max wsl 10, nw 11, score 161
seed 159 | gen   19 (2.1K grids scored in 1.6 h) | maps{1} | new champion: max wsl 9, nw 16, score 163
seed 59 | gen   30 (4.3K grids scored in 2.1 h) | maps{1} | new champion: max wsl 9, nw 13, score 169
seed 74 | gen   14 (1.7K grids scored in 1.5 h) | maps{1} | new champion: max wsl 9, nw 11, score 165
seed 79 | gen   16 (2.2K grids scored in 1.4 h) | maps{1} | new champion: max wsl 9, nw 14, score 154
seed 74 | gen   15 (1.8K grids scored in 1.5 h) | maps{1} | new champion: max wsl 9, nw 12, score 166
seed 119 | gen   38 (6.4K grids scored in 2.4 h) | maps{1} | new champion: max wsl 10, nw 16, score 170
seed 74 | gen   17 (2.1K grids scored in 1.7 h) | maps{1} | new champion: max wsl 9, nw 13, score 168
seed 119 | gen   40 (6.8K grids scored in 2.5 h) | maps{1} | new champion: max wsl 10, nw 15, score 172
seed 99 | gen  323 (48.5K grids scored in 2.8 h) | maps{1} | new champion: max wsl 13, nw 17, score 132
seed 99 | gen  324 (48.7K grids scored in 2.8 h) | maps{1} | new champion: max wsl 11, nw 16, score 143
seed 99 | gen  325 (48.9K grids scored in 2.9 h) | maps{1} | new champion: max wsl 10, nw 15, score 153
seed 99 | gen  326 (49.1K grids scored in 2.9 h) | maps{1} | new champion: max wsl 10, nw 13, score 157
seed 99 | gen  327 (49.2K grids scored in 2.9 h) | maps{1} | new champion: max wsl 10, nw 13, score 158
seed 99 | gen  328 (49.4K grids scored in 2.9 h) | maps{1} | new champion: max wsl 10, nw 13, score 159
seed 79 | gen   19 (2.8K grids scored in 1.8 h) | maps{1} | new champion: max wsl 13, nw 12, score 155
seed 169 | gen   46 (7.1K grids scored in 1.5 h) | maps{1} | new champion: max wsl 9, nw 16, score 143
seed 99 | gen  329 (49.6K grids scored in 2.9 h) | maps{1} | new champion: max wsl 10, nw 12, score 172
seed 114 | gen   19 (2.8K grids scored in 3.0 h) | maps{1} | new champion: max wsl 8, nw 13, score 163
seed 59 | gen   37 (5.5K grids scored in 2.7 h) | maps{1} | new champion: max wsl 9, nw 13, score 170
seed 39 | gen   26 (3.4K grids scored in 2.7 h) | maps{1} | new champion: max wsl 10, nw 13, score 169
seed 74 | gen   20 (2.6K grids scored in 2.1 h) | maps{1} | new champion: max wsl 9, nw 13, score 172
seed 99 | gen  334 (50.5K grids scored in 3.1 h) | maps{1} | new champion: max wsl 10, nw 12, score 173
seed 99 | gen  336 (50.8K grids scored in 3.2 h) | maps{1} | new champion: max wsl 8, nw 14, score 176
seed 114 | gen   21 (3.1K grids scored in 3.3 h) | maps{1} | new champion: max wsl 8, nw 12, score 168
seed 169 | gen   48 (7.5K grids scored in 2.0 h) | maps{1} | new champion: max wsl 9, nw 16, score 145
seed 189 | gen   35 (4.3K grids scored in 3.1 h) | maps{1} | new champion: max wsl 10, nw 11, score 163
seed 94 | gen   56 (8.6K grids scored in 3.4 h) | maps{1} | new champion: max wsl 8, nw 12, score 171
seed 79 | gen   23 (3.5K grids scored in 2.6 h) | maps{1} | new champion: max wsl 13, nw 12, score 158
seed 164 | gen   20 (2.4K grids scored in 3.3 h) | maps{1} | new champion: max wsl 10, nw 17, score 157
seed 184 | gen   18 (2.6K grids scored in 3.6 h) | maps{1} | new champion: max wsl 10, nw 14, score 160
seed 79 | gen   24 (3.7K grids scored in 2.7 h) | maps{1} | new champion: max wsl 8, nw 13, score 160
seed 99 | gen  348 (52.9K grids scored in 3.8 h) | maps{1} | new champion: max wsl 9, nw 14, score 178
seed 98 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 69
seed 54 | gen   40 (4.8K grids scored in 3.4 h) | maps{1} | new champion: max wsl 9, nw 14, score 162
seed 113 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 70
seed 39 | gen   33 (4.4K grids scored in 3.9 h) | maps{1} | new champion: max wsl 8, nw 11, score 172
seed 138 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 68
seed 138 | gen    3 (21 grids scored in 7.2 s) | maps{1} | new champion: max wsl 12, nw 17, score 96
seed 93 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 70
seed 138 | gen    4 (63 grids scored in 33.3 s) | maps{1} | new champion: max wsl 10, nw 18, score 100
seed 138 | gen    5 (151 grids scored in 2.1 m) | maps{1} | new champion: max wsl 10, nw 17, score 124
seed 59 | gen   49 (7.6K grids scored in 3.9 h) | maps{1} | new champion: max wsl 9, nw 13, score 173
seed 183 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 66
seed 189 | gen   39 (5.0K grids scored in 3.8 h) | maps{1} | new champion: max wsl 9, nw 14, score 164
seed 183 | gen    2 (91 grids scored in 50.6 s) | maps{1} | new champion: max wsl 13, nw 12, score 119
seed 138 | gen    6 (269 grids scored in 4.2 m) | maps{1} | new champion: max wsl 10, nw 17, score 127
seed 129 | gen   28 (4.4K grids scored in 4.0 h) | maps{1} | new champion: max wsl 11, nw 15, score 164
seed 183 | gen    3 (209 grids scored in 2.3 m) | maps{1} | new champion: max wsl 11, nw 12, score 126
seed 143 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 68
seed 143 | gen    4 (176 grids scored in 47.9 s) | maps{1} | new champion: max wsl 10, nw 15, score 147
seed 138 | gen    7 (385 grids scored in 6.6 m) | maps{1} | new champion: max wsl 9, nw 17, score 128
seed 128 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 72
seed 128 | gen    9 (352 grids scored in 2.0 m) | maps{1} | new champion: max wsl 13, nw 15, score 114
seed 118 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 13, score 72
seed 118 | gen    4 (43 grids scored in 14.2 s) | maps{1} | new champion: max wsl 10, nw 22, score 121
seed 63 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 66
seed 183 | gen    4 (348 grids scored in 5.1 m) | maps{1} | new champion: max wsl 11, nw 13, score 148
seed 38 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 67
seed 128 | gen   10 (443 grids scored in 3.4 m) | maps{1} | new champion: max wsl 12, nw 15, score 120
seed 118 | gen    5 (143 grids scored in 1.3 m) | maps{1} | new champion: max wsl 10, nw 19, score 124
seed 38 | gen    4 (123 grids scored in 33.6 s) | maps{1} | new champion: max wsl 10, nw 17, score 77
seed 138 | gen    8 (496 grids scored in 8.9 m) | maps{1} | new champion: max wsl 10, nw 17, score 129
seed 128 | gen   11 (545 grids scored in 4.7 m) | maps{1} | new champion: max wsl 12, nw 15, score 129
seed 38 | gen    7 (404 grids scored in 1.8 m) | maps{1} | new champion: max wsl 10, nw 16, score 132
seed 133 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 69
seed 183 | gen    5 (498 grids scored in 8.3 m) | maps{1} | new champion: max wsl 9, nw 12, score 158
seed 118 | gen    6 (302 grids scored in 4.2 m) | maps{1} | new champion: max wsl 10, nw 18, score 129
seed 133 | gen    4 (205 grids scored in 44.8 s) | maps{1} | new champion: max wsl 13, nw 13, score 127
seed 38 | gen    8 (518 grids scored in 3.3 m) | maps{1} | new champion: max wsl 12, nw 16, score 136
seed 143 | gen    6 (418 grids scored in 5.6 m) | maps{1} | new champion: max wsl 8, nw 15, score 154
seed 138 | gen    9 (637 grids scored in 11.8 m) | maps{1} | new champion: max wsl 11, nw 14, score 133
seed 133 | gen    5 (315 grids scored in 1.5 m) | maps{1} | new champion: max wsl 8, nw 13, score 147
seed 58 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 68
seed 128 | gen   12 (667 grids scored in 7.6 m) | maps{1} | new champion: max wsl 13, nw 15, score 139
seed 148 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 70
seed 133 | gen    6 (443 grids scored in 3.2 m) | maps{1} | new champion: max wsl 8, nw 14, score 155
seed 148 | gen    3 (113 grids scored in 27.5 s) | maps{1} | new champion: max wsl 13, nw 15, score 123
seed 38 | gen    9 (665 grids scored in 6.3 m) | maps{1} | new champion: max wsl 9, nw 16, score 144
seed 138 | gen   10 (772 grids scored in 14.3 m) | maps{1} | new champion: max wsl 9, nw 17, score 134
seed 118 | gen    7 (492 grids scored in 7.6 m) | maps{1} | new champion: max wsl 9, nw 21, score 133
seed 148 | gen    4 (183 grids scored in 1.1 m) | maps{1} | new champion: max wsl 13, nw 15, score 133
seed 163 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 70
seed 183 | gen    6 (670 grids scored in 12.1 m) | maps{1} | new champion: max wsl 10, nw 14, score 160
seed 128 | gen   13 (805 grids scored in 11.0 m) | maps{1} | new champion: max wsl 9, nw 15, score 147
seed 33 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 69
seed 63 | gen   19 (2.2K grids scored in 8.8 m) | maps{1} | new champion: max wsl 13, nw 15, score 122
seed 148 | gen    5 (301 grids scored in 2.9 m) | maps{1} | new champion: max wsl 10, nw 14, score 138
seed 123 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 70
seed 123 | gen    1 (3 grids scored in 4.4 s) | maps{1} | new champion: max wsl 13, nw 13, score 103
seed 83 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 5, score 67
seed 83 | gen    1 (3 grids scored in 4.1 s) | maps{1} | new champion: max wsl 11, nw 13, score 130
seed 173 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 69
seed 108 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 70
seed 123 | gen    2 (35 grids scored in 30.3 s) | maps{1} | new champion: max wsl 13, nw 13, score 122
seed 173 | gen    2 (64 grids scored in 17.2 s) | maps{1} | new champion: max wsl 11, nw 14, score 127
seed 38 | gen   10 (836 grids scored in 9.6 m) | maps{1} | new champion: max wsl 8, nw 15, score 146
seed 63 | gen   20 (2.4K grids scored in 10.2 m) | maps{1} | new champion: max wsl 12, nw 14, score 128
seed 138 | gen   11 (943 grids scored in 17.9 m) | maps{1} | new champion: max wsl 11, nw 14, score 142
seed 108 | gen    2 (66 grids scored in 43.8 s) | maps{1} | new champion: max wsl 9, nw 13, score 127
seed 173 | gen    3 (119 grids scored in 53.3 s) | maps{1} | new champion: max wsl 11, nw 13, score 140
seed 118 | gen    8 (675 grids scored in 11.2 m) | maps{1} | new champion: max wsl 13, nw 19, score 140
seed 148 | gen    6 (408 grids scored in 4.7 m) | maps{1} | new champion: max wsl 13, nw 15, score 145
seed 183 | gen    7 (833 grids scored in 15.6 m) | maps{1} | new champion: max wsl 10, nw 13, score 163
seed 83 | gen    2 (62 grids scored in 1.5 m) | maps{1} | new champion: max wsl 10, nw 13, score 142
seed 123 | gen    3 (126 grids scored in 1.9 m) | maps{1} | new champion: max wsl 13, nw 13, score 129
seed 63 | gen   21 (2.5K grids scored in 11.5 m) | maps{1} | new champion: max wsl 12, nw 14, score 135
seed 43 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 70
seed 49 | gen   18 (2.1K grids scored in 3.5 h) | maps{1} | new champion: max wsl 10, nw 14, score 159
seed 173 | gen    4 (211 grids scored in 2.4 m) | maps{1} | new champion: max wsl 11, nw 14, score 145
seed 108 | gen    3 (185 grids scored in 2.7 m) | maps{1} | new champion: max wsl 9, nw 12, score 132
seed 133 | gen    9 (877 grids scored in 9.8 m) | maps{1} | new champion: max wsl 13, nw 13, score 158
seed 148 | gen    7 (519 grids scored in 7.0 m) | maps{1} | new champion: max wsl 13, nw 15, score 148
seed 38 | gen   11 (979 grids scored in 12.7 m) | maps{1} | new champion: max wsl 8, nw 16, score 149
seed 123 | gen    4 (223 grids scored in 3.8 m) | maps{1} | new champion: max wsl 10, nw 16, score 133
seed 83 | gen    3 (131 grids scored in 3.7 m) | maps{1} | new champion: max wsl 11, nw 13, score 146
seed 63 | gen   22 (2.6K grids scored in 13.4 m) | maps{1} | new champion: max wsl 9, nw 15, score 143
seed 143 | gen    9 (821 grids scored in 15.1 m) | maps{1} | new champion: max wsl 9, nw 13, score 158
seed 138 | gen   12 (1.1K grids scored in 21.0 m) | maps{1} | new champion: max wsl 11, nw 13, score 149
seed 173 | gen    5 (309 grids scored in 3.9 m) | maps{1} | new champion: max wsl 11, nw 14, score 149
seed 188 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 10, score 72
seed 188 | gen    4 (72 grids scored in 21.1 s) | maps{1} | new champion: max wsl 11, nw 15, score 119
seed 118 | gen    9 (868 grids scored in 14.9 m) | maps{1} | new champion: max wsl 9, nw 16, score 141
seed 188 | gen    5 (129 grids scored in 1.0 m) | maps{1} | new champion: max wsl 11, nw 15, score 131
seed 163 | gen   18 (1.9K grids scored in 7.8 m) | maps{1} | new champion: max wsl 12, nw 16, score 106
seed 83 | gen    4 (196 grids scored in 5.6 m) | maps{1} | new champion: max wsl 10, nw 14, score 151
seed 123 | gen    5 (342 grids scored in 5.9 m) | maps{1} | new champion: max wsl 10, nw 15, score 138
seed 183 | gen    8 (1.0K grids scored in 20.2 m) | maps{1} | new champion: max wsl 10, nw 13, score 164
seed 173 | gen    6 (426 grids scored in 5.9 m) | maps{1} | new champion: max wsl 11, nw 14, score 158
seed 108 | gen    4 (333 grids scored in 5.8 m) | maps{1} | new champion: max wsl 13, nw 15, score 147
seed 63 | gen   23 (2.8K grids scored in 15.7 m) | maps{1} | new champion: max wsl 9, nw 15, score 149
seed 148 | gen    8 (642 grids scored in 9.6 m) | maps{1} | new champion: max wsl 13, nw 15, score 150
seed 163 | gen   19 (2.0K grids scored in 8.7 m) | maps{1} | new champion: max wsl 12, nw 16, score 118
seed 143 | gen   10 (961 grids scored in 18.1 m) | maps{1} | new champion: max wsl 9, nw 13, score 160
seed 38 | gen   12 (1.2K grids scored in 16.1 m) | maps{1} | new champion: max wsl 8, nw 16, score 154
seed 123 | gen    6 (450 grids scored in 7.6 m) | maps{1} | new champion: max wsl 10, nw 16, score 141
seed 83 | gen    5 (277 grids scored in 7.5 m) | maps{1} | new champion: max wsl 9, nw 14, score 156
seed 163 | gen   20 (2.1K grids scored in 10.1 m) | maps{1} | new champion: max wsl 12, nw 16, score 124
seed 118 | gen   10 (1.1K grids scored in 18.2 m) | maps{1} | new champion: max wsl 9, nw 16, score 148
seed 133 | gen   11 (1.2K grids scored in 14.7 m) | maps{1} | new champion: max wsl 13, nw 13, score 161
seed 148 | gen    9 (796 grids scored in 12.8 m) | maps{1} | new champion: max wsl 13, nw 14, score 151
seed 163 | gen   21 (2.2K grids scored in 11.8 m) | maps{1} | new champion: max wsl 12, nw 15, score 133
seed 108 | gen    5 (474 grids scored in 9.6 m) | maps{1} | new champion: max wsl 10, nw 14, score 157
seed 123 | gen    7 (583 grids scored in 10.0 m) | maps{1} | new champion: max wsl 10, nw 16, score 142
seed 128 | gen   15 (1.1K grids scored in 22.1 m) | maps{1} | new champion: max wsl 9, nw 15, score 152
seed 183 | gen    9 (1.2K grids scored in 24.2 m) | maps{1} | new champion: max wsl 10, nw 13, score 167
seed 38 | gen   13 (1.3K grids scored in 19.8 m) | maps{1} | new champion: max wsl 8, nw 15, score 160
seed 173 | gen    8 (650 grids scored in 10.8 m) | maps{1} | new champion: max wsl 8, nw 14, score 167
seed 163 | gen   22 (2.4K grids scored in 13.4 m) | maps{1} | new champion: max wsl 12, nw 15, score 135
seed 53 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 70
seed 53 | gen    1 (3 grids scored in 2.7 s) | maps{1} | new champion: max wsl 13, nw 16, score 120
seed 188 | gen    7 (326 grids scored in 7.2 m) | maps{1} | new champion: max wsl 11, nw 16, score 133
seed 159 | gen   37 (4.9K grids scored in 3.9 h) | maps{1} | new champion: max wsl 9, nw 16, score 165
seed 53 | gen    2 (46 grids scored in 44.2 s) | maps{1} | new champion: max wsl 11, nw 15, score 130
seed 123 | gen    8 (719 grids scored in 12.2 m) | maps{1} | new champion: max wsl 10, nw 16, score 144
seed 118 | gen   11 (1.3K grids scored in 22.4 m) | maps{1} | new champion: max wsl 9, nw 16, score 149
seed 148 | gen   10 (935 grids scored in 15.8 m) | maps{1} | new champion: max wsl 13, nw 14, score 152
seed 163 | gen   23 (2.5K grids scored in 15.2 m) | maps{1} | new champion: max wsl 12, nw 15, score 137
seed 53 | gen    3 (137 grids scored in 2.0 m) | maps{1} | new champion: max wsl 9, nw 17, score 136
seed 173 | gen    9 (774 grids scored in 13.2 m) | maps{1} | new champion: max wsl 9, nw 14, score 169
seed 143 | gen   12 (1.2K grids scored in 24.8 m) | maps{1} | new champion: max wsl 9, nw 13, score 161
seed 128 | gen   16 (1.2K grids scored in 25.9 m) | maps{1} | new champion: max wsl 9, nw 16, score 156
seed 88 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 70
seed 108 | gen    6 (625 grids scored in 13.6 m) | maps{1} | new champion: max wsl 9, nw 14, score 159
seed 169 | gen   51 (8.2K grids scored in 3.3 h) | maps{1} | new champion: max wsl 9, nw 15, score 147
