Picked up JAVA_TOOL_OPTIONS: -Xmx2g
Opening log file:  /tmp/java.log.57051

                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
             R2022b Update 2 (9.13.0.2105380) 64-bit (glnxa64)
                              October 26, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
Starting parallel pool (parpool) using the 'local' profile ...
Connected to the parallel pool (number of workers: 32).
Loaded 446 seeds from grids/seeds/individual/y2023.mat
	scoring all of them using MC
	MCS total time 14.0 m + evolution total time 2.0 d = 2.0 d
	MCS runs 446 (1.0 m each) --> evolution runs 352 (4.0 h each)

seed 177 | gen   93 (12.6K grids scored in 40.3 m) | maps{1} | new champion: max wsl 10, nw 12, score 76
seed 177 | gen   95 (12.9K grids scored in 41.4 m) | maps{1} | new champion: max wsl 11, nw 12, score 77
seed 37 | gen   22 (2.9K grids scored in 56.7 m) | maps{1} | new champion: max wsl 8, nw 14, score 170
seed 172 | gen   10 (1.3K grids scored in 52.0 m) | maps{1} | new champion: max wsl 10, nw 13, score 162
seed 177 | gen   96 (13.0K grids scored in 42.0 m) | maps{1} | new champion: max wsl 13, nw 13, score 107
seed 117 | gen   38 (5.1K grids scored in 1.0 h) | maps{1} | new champion: max wsl 8, nw 16, score 171
seed 57 | gen   16 (2.0K grids scored in 53.3 m) | maps{1} | new champion: max wsl 9, nw 13, score 170
seed 177 | gen   97 (13.2K grids scored in 43.5 m) | maps{1} | new champion: max wsl 13, nw 12, score 130
seed 117 | gen   39 (5.3K grids scored in 1.0 h) | maps{1} | new champion: max wsl 8, nw 16, score 172
seed 177 | gen   98 (13.4K grids scored in 45.2 m) | maps{1} | new champion: max wsl 9, nw 12, score 147
seed 107 | gen   19 (1.6K grids scored in 1.1 h) | maps{1} | new champion: max wsl 10, nw 14, score 162
seed 162 | gen  123 (16.7K grids scored in 54.3 m) | maps{1} | new champion: max wsl 11, nw 16, score 124
seed 52 | gen   12 (1.4K grids scored in 28.1 m) | maps{1} | new champion: max wsl 9, nw 14, score 166
seed 82 | gen   17 (1.9K grids scored in 1.1 h) | maps{1} | new champion: max wsl 10, nw 16, score 163
seed 162 | gen  124 (16.9K grids scored in 55.5 m) | maps{1} | new champion: max wsl 12, nw 14, score 135
seed 172 | gen   11 (1.5K grids scored in 57.8 m) | maps{1} | new champion: max wsl 10, nw 13, score 164
seed 177 | gen   99 (13.5K grids scored in 48.0 m) | maps{1} | new champion: max wsl 9, nw 13, score 154
seed 117 | gen   41 (5.7K grids scored in 1.1 h) | maps{1} | new champion: max wsl 8, nw 16, score 174
seed 97 | gen   20 (2.6K grids scored in 1.2 h) | maps{1} | new champion: max wsl 10, nw 12, score 164
seed 162 | gen  125 (17.1K grids scored in 57.4 m) | maps{1} | new champion: max wsl 12, nw 14, score 137
seed 157 | gen   19 (2.3K grids scored in 57.2 m) | maps{1} | new champion: max wsl 10, nw 15, score 153
seed 122 | gen   13 (1.2K grids scored in 1.1 h) | maps{1} | new champion: max wsl 10, nw 13, score 158
seed 42 | gen   25 (3.5K grids scored in 1.2 h) | maps{1} | new champion: max wsl 8, nw 12, score 167
seed 92 | gen   33 (4.9K grids scored in 1.0 h) | maps{1} | new champion: max wsl 9, nw 14, score 168
seed 162 | gen  126 (17.2K grids scored in 59.0 m) | maps{1} | new champion: max wsl 11, nw 14, score 140
seed 162 | gen  127 (17.5K grids scored in 1.0 h) | maps{1} | new champion: max wsl 12, nw 14, score 141
seed 147 | gen   27 (3.3K grids scored in 1.1 h) | maps{1} | new champion: max wsl 10, nw 13, score 167
seed 157 | gen   20 (2.4K grids scored in 1.0 h) | maps{1} | new champion: max wsl 10, nw 14, score 157
seed 42 | gen   26 (3.7K grids scored in 1.3 h) | maps{1} | new champion: max wsl 9, nw 12, score 169
seed 162 | gen  128 (17.6K grids scored in 1.0 h) | maps{1} | new champion: max wsl 11, nw 13, score 147
seed 107 | gen   21 (1.9K grids scored in 1.2 h) | maps{1} | new champion: max wsl 10, nw 14, score 163
seed 192 | gen   29 (3.5K grids scored in 1.1 h) | maps{1} | new champion: max wsl 9, nw 18, score 144
seed 52 | gen   14 (1.7K grids scored in 37.0 m) | maps{1} | new champion: max wsl 9, nw 14, score 167
seed 162 | gen  129 (17.8K grids scored in 1.1 h) | maps{1} | new champion: max wsl 10, nw 13, score 151
seed 162 | gen  130 (18.0K grids scored in 1.1 h) | maps{1} | new champion: max wsl 10, nw 13, score 153
seed 107 | gen   22 (2.1K grids scored in 1.3 h) | maps{1} | new champion: max wsl 10, nw 14, score 167
seed 177 | gen  101 (13.9K grids scored in 58.4 m) | maps{1} | new champion: max wsl 9, nw 14, score 157
seed 127 | gen   22 (2.9K grids scored in 1.2 h) | maps{1} | new champion: max wsl 9, nw 14, score 157
seed 182 | gen   47 (7.7K grids scored in 1.3 h) | maps{1} | new champion: max wsl 12, nw 15, score 160
seed 162 | gen  132 (18.4K grids scored in 1.2 h) | maps{1} | new champion: max wsl 13, nw 14, score 156
seed 127 | gen   23 (3.1K grids scored in 1.2 h) | maps{1} | new champion: max wsl 9, nw 15, score 159
seed 177 | gen  102 (14.0K grids scored in 1.0 h) | maps{1} | new champion: max wsl 9, nw 14, score 158
seed 172 | gen   13 (1.9K grids scored in 1.2 h) | maps{1} | new champion: max wsl 10, nw 14, score 165
seed 37 | gen   27 (3.7K grids scored in 1.3 h) | maps{1} | new champion: max wsl 8, nw 12, score 172
seed 157 | gen   22 (2.8K grids scored in 1.2 h) | maps{1} | new champion: max wsl 9, nw 13, score 158
seed 157 | gen   23 (3.0K grids scored in 1.2 h) | maps{1} | new champion: max wsl 9, nw 14, score 161
seed 67 | gen   35 (5.2K grids scored in 1.5 h) | maps{1} | new champion: max wsl 8, nw 13, score 168
seed 107 | gen   24 (2.4K grids scored in 1.5 h) | maps{1} | new champion: max wsl 10, nw 15, score 168
seed 97 | gen   24 (3.2K grids scored in 1.5 h) | maps{1} | new champion: max wsl 10, nw 12, score 166
seed 147 | gen   30 (3.8K grids scored in 1.4 h) | maps{1} | new champion: max wsl 9, nw 13, score 172
seed 152 | gen   16 (1.9K grids scored in 1.5 h) | maps{1} | new champion: max wsl 12, nw 13, score 159
seed 182 | gen   49 (8.0K grids scored in 1.5 h) | maps{1} | new champion: max wsl 10, nw 15, score 161
seed 52 | gen   17 (2.3K grids scored in 54.4 m) | maps{1} | new champion: max wsl 9, nw 13, score 168
seed 152 | gen   17 (2.1K grids scored in 1.6 h) | maps{1} | new champion: max wsl 12, nw 13, score 160
seed 167 | gen   23 (3.3K grids scored in 1.5 h) | maps{1} | new champion: max wsl 8, nw 14, score 153
seed 122 | gen   16 (1.7K grids scored in 1.5 h) | maps{1} | new champion: max wsl 10, nw 12, score 159
seed 52 | gen   18 (2.5K grids scored in 58.3 m) | maps{1} | new champion: max wsl 9, nw 11, score 170
seed 157 | gen   25 (3.3K grids scored in 1.4 h) | maps{1} | new champion: max wsl 8, nw 13, score 164
seed 122 | gen   17 (1.8K grids scored in 1.5 h) | maps{1} | new champion: max wsl 10, nw 12, score 160
seed 92 | gen   38 (5.8K grids scored in 1.5 h) | maps{1} | new champion: max wsl 9, nw 13, score 171
seed 157 | gen   27 (3.7K grids scored in 1.5 h) | maps{1} | new champion: max wsl 9, nw 14, score 167
seed 182 | gen   52 (8.6K grids scored in 1.7 h) | maps{1} | new champion: max wsl 10, nw 15, score 163
seed 187 | gen  221 (31.3K grids scored in 1.7 h) | maps{1} | new champion: max wsl 8, nw 9, score 79
seed 187 | gen  222 (31.4K grids scored in 1.7 h) | maps{1} | new champion: max wsl 10, nw 10, score 81
seed 187 | gen  227 (32.2K grids scored in 1.8 h) | maps{1} | new champion: max wsl 10, nw 12, score 135
seed 162 | gen  142 (20.4K grids scored in 1.8 h) | maps{1} | new champion: max wsl 11, nw 12, score 161
seed 187 | gen  228 (32.4K grids scored in 1.8 h) | maps{1} | new champion: max wsl 9, nw 12, score 144
seed 187 | gen  229 (32.5K grids scored in 1.8 h) | maps{1} | new champion: max wsl 9, nw 12, score 150
seed 127 | gen   29 (4.2K grids scored in 1.9 h) | maps{1} | new champion: max wsl 10, nw 16, score 162
seed 187 | gen  230 (32.7K grids scored in 1.9 h) | maps{1} | new champion: max wsl 9, nw 13, score 157
seed 187 | gen  231 (32.9K grids scored in 1.9 h) | maps{1} | new champion: max wsl 9, nw 13, score 161
seed 147 | gen   34 (4.6K grids scored in 2.0 h) | maps{1} | new champion: max wsl 9, nw 14, score 173
seed 167 | gen   29 (4.4K grids scored in 2.0 h) | maps{1} | new champion: max wsl 13, nw 14, score 154
seed 127 | gen   31 (4.6K grids scored in 2.0 h) | maps{1} | new champion: max wsl 10, nw 17, score 165
seed 102 | gen   98 (11.5K grids scored in 2.2 h) | maps{1} | new champion: max wsl 9, nw 14, score 159
seed 157 | gen   32 (4.5K grids scored in 1.9 h) | maps{1} | new champion: max wsl 13, nw 15, score 168
seed 102 | gen   99 (11.7K grids scored in 2.2 h) | maps{1} | new champion: max wsl 9, nw 14, score 163
seed 157 | gen   33 (4.7K grids scored in 2.0 h) | maps{1} | new champion: max wsl 10, nw 15, score 170
seed 82 | gen   25 (3.1K grids scored in 2.3 h) | maps{1} | new champion: max wsl 12, nw 14, score 165
seed 142 | gen   54 (7.3K grids scored in 2.2 h) | maps{1} | new champion: max wsl 8, nw 13, score 164
seed 97 | gen   31 (4.5K grids scored in 2.3 h) | maps{1} | new champion: max wsl 9, nw 14, score 169
seed 142 | gen   55 (7.4K grids scored in 2.2 h) | maps{1} | new champion: max wsl 8, nw 13, score 167
seed 57 | gen   32 (4.3K grids scored in 2.3 h) | maps{1} | new champion: max wsl 9, nw 12, score 171
seed 162 | gen  149 (21.8K grids scored in 2.3 h) | maps{1} | new champion: max wsl 9, nw 12, score 166
seed 67 | gen   48 (7.7K grids scored in 2.5 h) | maps{1} | new champion: max wsl 10, nw 13, score 169
seed 152 | gen   23 (3.0K grids scored in 2.6 h) | maps{1} | new champion: max wsl 8, nw 13, score 161
seed 122 | gen   23 (2.6K grids scored in 2.5 h) | maps{1} | new champion: max wsl 9, nw 12, score 164
seed 97 | gen   35 (5.2K grids scored in 2.7 h) | maps{1} | new champion: max wsl 10, nw 12, score 170
seed 162 | gen  152 (22.4K grids scored in 2.5 h) | maps{1} | new champion: max wsl 9, nw 12, score 167
seed 117 | gen   73 (12.3K grids scored in 2.8 h) | maps{1} | new champion: max wsl 8, nw 16, score 176
seed 82 | gen   32 (4.2K grids scored in 3.1 h) | maps{1} | new champion: max wsl 9, nw 15, score 166
seed 167 | gen   37 (6.1K grids scored in 3.0 h) | maps{1} | new champion: max wsl 13, nw 13, score 156
seed 37 | gen   39 (5.6K grids scored in 3.0 h) | maps{1} | new champion: max wsl 8, nw 13, score 176
seed 62 | gen   57 (8.5K grids scored in 3.1 h) | maps{1} | new champion: max wsl 10, nw 13, score 173
seed 37 | gen   41 (6.0K grids scored in 3.2 h) | maps{1} | new champion: max wsl 8, nw 13, score 179
seed 97 | gen   42 (6.4K grids scored in 3.4 h) | maps{1} | new champion: max wsl 9, nw 13, score 173
seed 67 | gen   59 (9.8K grids scored in 3.4 h) | maps{1} | new champion: max wsl 8, nw 12, score 171
seed 177 | gen  109 (15.3K grids scored in 3.1 h) | maps{1} | new champion: max wsl 9, nw 14, score 162
seed 172 | gen   21 (3.4K grids scored in 3.7 h) | maps{1} | new champion: max wsl 11, nw 14, score 166
seed 111 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 69
seed 41 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 69
seed 41 | gen    3 (138 grids scored in 35.5 s) | maps{1} | new champion: max wsl 11, nw 13, score 124
seed 67 | gen   66 (11.1K grids scored in 4.0 h) | maps{1} | new champion: max wsl 8, nw 12, score 172
seed 66 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 70
seed 66 | gen    4 (143 grids scored in 28.5 s) | maps{1} | new champion: max wsl 10, nw 14, score 145
seed 41 | gen    4 (241 grids scored in 1.7 m) | maps{1} | new champion: max wsl 13, nw 13, score 130
seed 137 | gen  481 (67.8K grids scored in 3.9 h) | maps{1} | new champion: max wsl 9, nw 12, score 137
seed 66 | gen    5 (236 grids scored in 1.2 m) | maps{1} | new champion: max wsl 13, nw 14, score 147
seed 137 | gen  482 (67.9K grids scored in 3.9 h) | maps{1} | new champion: max wsl 9, nw 13, score 145
seed 96 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 67
seed 96 | gen    1 (1 grids scored in 3.5 s) | maps{1} | new champion: max wsl 13, nw 15, score 94
seed 81 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 70
seed 116 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 69
seed 41 | gen    5 (359 grids scored in 3.6 m) | maps{1} | new champion: max wsl 9, nw 14, score 138
seed 116 | gen    2 (53 grids scored in 14.1 s) | maps{1} | new champion: max wsl 9, nw 14, score 145
seed 137 | gen  483 (68.1K grids scored in 3.9 h) | maps{1} | new champion: max wsl 9, nw 15, score 147
seed 96 | gen    2 (27 grids scored in 1.2 m) | maps{1} | new champion: max wsl 13, nw 14, score 116
seed 66 | gen    6 (355 grids scored in 3.1 m) | maps{1} | new champion: max wsl 10, nw 13, score 156
seed 76 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 68
seed 116 | gen    3 (134 grids scored in 51.4 s) | maps{1} | new champion: max wsl 9, nw 13, score 150
seed 141 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 70
seed 101 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 71
seed 61 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 70
seed 141 | gen    2 (66 grids scored in 40.0 s) | maps{1} | new champion: max wsl 13, nw 16, score 110
seed 61 | gen    3 (127 grids scored in 27.9 s) | maps{1} | new champion: max wsl 13, nw 13, score 117
seed 96 | gen    3 (60 grids scored in 2.5 m) | maps{1} | new champion: max wsl 11, nw 16, score 122
seed 116 | gen    4 (263 grids scored in 2.4 m) | maps{1} | new champion: max wsl 8, nw 13, score 154
seed 61 | gen    4 (206 grids scored in 1.2 m) | maps{1} | new champion: max wsl 12, nw 13, score 128
seed 41 | gen    6 (492 grids scored in 6.0 m) | maps{1} | new champion: max wsl 9, nw 14, score 139
seed 126 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 72
seed 141 | gen    3 (137 grids scored in 2.1 m) | maps{1} | new champion: max wsl 13, nw 15, score 117
seed 126 | gen    1 (3 grids scored in 6.1 s) | maps{1} | new champion: max wsl 13, nw 16, score 103
seed 76 | gen    9 (771 grids scored in 2.7 m) | maps{1} | new champion: max wsl 9, nw 15, score 146
seed 116 | gen    5 (392 grids scored in 3.7 m) | maps{1} | new champion: max wsl 12, nw 13, score 155
seed 126 | gen    2 (35 grids scored in 1.2 m) | maps{1} | new champion: max wsl 13, nw 16, score 124
seed 141 | gen    4 (217 grids scored in 3.3 m) | maps{1} | new champion: max wsl 13, nw 14, score 135
seed 76 | gen   10 (917 grids scored in 3.8 m) | maps{1} | new champion: max wsl 9, nw 15, score 150
seed 106 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 68
seed 96 | gen    4 (132 grids scored in 5.6 m) | maps{1} | new champion: max wsl 10, nw 16, score 127
seed 136 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 72
seed 61 | gen    5 (334 grids scored in 3.9 m) | maps{1} | new champion: max wsl 12, nw 13, score 131
seed 101 | gen   14 (1.3K grids scored in 4.1 m) | maps{1} | new champion: max wsl 12, nw 12, score 131
seed 126 | gen    3 (96 grids scored in 2.3 m) | maps{1} | new champion: max wsl 13, nw 17, score 128
seed 41 | gen    7 (652 grids scored in 8.9 m) | maps{1} | new champion: max wsl 11, nw 14, score 146
seed 116 | gen    6 (529 grids scored in 5.5 m) | maps{1} | new champion: max wsl 8, nw 14, score 156
seed 76 | gen   11 (1.1K grids scored in 5.1 m) | maps{1} | new champion: max wsl 9, nw 14, score 153
seed 91 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 69
seed 91 | gen    1 (5 grids scored in 2.0 s) | maps{1} | new champion: max wsl 9, nw 13, score 85
seed 91 | gen    2 (60 grids scored in 27.5 s) | maps{1} | new champion: max wsl 9, nw 13, score 138
seed 101 | gen   15 (1.4K grids scored in 5.1 m) | maps{1} | new champion: max wsl 10, nw 12, score 135
seed 46 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 69
seed 46 | gen    1 (7 grids scored in 3.9 s) | maps{1} | new champion: max wsl 12, nw 13, score 115
seed 151 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 10, score 73
seed 151 | gen    1 (4 grids scored in 2.2 s) | maps{1} | new champion: max wsl 12, nw 18, score 126
seed 46 | gen    2 (68 grids scored in 45.2 s) | maps{1} | new champion: max wsl 12, nw 13, score 127
seed 116 | gen    7 (665 grids scored in 7.4 m) | maps{1} | new champion: max wsl 9, nw 13, score 160
seed 101 | gen   16 (1.6K grids scored in 6.5 m) | maps{1} | new champion: max wsl 9, nw 12, score 140
seed 151 | gen    2 (57 grids scored in 21.8 s) | maps{1} | new champion: max wsl 12, nw 18, score 135
seed 126 | gen    4 (197 grids scored in 5.2 m) | maps{1} | new champion: max wsl 13, nw 17, score 138
seed 61 | gen    6 (477 grids scored in 7.0 m) | maps{1} | new champion: max wsl 10, nw 14, score 135
seed 46 | gen    3 (161 grids scored in 1.8 m) | maps{1} | new champion: max wsl 12, nw 13, score 133
seed 151 | gen    3 (196 grids scored in 1.3 m) | maps{1} | new champion: max wsl 9, nw 17, score 138
seed 56 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 67
seed 36 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 71
seed 96 | gen    5 (239 grids scored in 10.1 m) | maps{1} | new champion: max wsl 10, nw 15, score 133
seed 36 | gen    1 (2 grids scored in 1.7 s) | maps{1} | new champion: max wsl 9, nw 15, score 138
seed 56 | gen    2 (64 grids scored in 18.4 s) | maps{1} | new champion: max wsl 13, nw 14, score 118
seed 66 | gen    9 (734 grids scored in 12.0 m) | maps{1} | new champion: max wsl 8, nw 14, score 158
seed 46 | gen    4 (267 grids scored in 3.1 m) | maps{1} | new champion: max wsl 12, nw 14, score 137
seed 101 | gen   17 (1.7K grids scored in 8.6 m) | maps{1} | new champion: max wsl 9, nw 13, score 145
seed 76 | gen   13 (1.3K grids scored in 9.2 m) | maps{1} | new champion: max wsl 9, nw 14, score 155
seed 181 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 68
seed 36 | gen    2 (53 grids scored in 41.0 s) | maps{1} | new champion: max wsl 9, nw 15, score 147
seed 151 | gen    4 (350 grids scored in 2.9 m) | maps{1} | new champion: max wsl 9, nw 17, score 141
seed 56 | gen    3 (144 grids scored in 58.5 s) | maps{1} | new champion: max wsl 13, nw 13, score 137
seed 61 | gen    7 (636 grids scored in 9.4 m) | maps{1} | new champion: max wsl 9, nw 14, score 144
seed 126 | gen    5 (305 grids scored in 7.7 m) | maps{1} | new champion: max wsl 13, nw 16, score 141
seed 56 | gen    4 (265 grids scored in 2.2 m) | maps{1} | new champion: max wsl 11, nw 14, score 145
seed 76 | gen   14 (1.5K grids scored in 10.8 m) | maps{1} | new champion: max wsl 9, nw 14, score 158
seed 106 | gen   15 (1.4K grids scored in 7.1 m) | maps{1} | new champion: max wsl 10, nw 11, score 144
seed 36 | gen    3 (159 grids scored in 2.4 m) | maps{1} | new champion: max wsl 11, nw 14, score 155
seed 101 | gen   18 (1.9K grids scored in 10.7 m) | maps{1} | new champion: max wsl 9, nw 12, score 150
seed 66 | gen   10 (877 grids scored in 14.3 m) | maps{1} | new champion: max wsl 8, nw 14, score 159
seed 46 | gen    5 (384 grids scored in 5.3 m) | maps{1} | new champion: max wsl 9, nw 14, score 146
seed 151 | gen    5 (521 grids scored in 4.7 m) | maps{1} | new champion: max wsl 9, nw 17, score 142
seed 116 | gen    9 (975 grids scored in 12.3 m) | maps{1} | new champion: max wsl 12, nw 15, score 164
seed 131 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 69
seed 61 | gen    8 (787 grids scored in 11.9 m) | maps{1} | new champion: max wsl 9, nw 14, score 150
seed 106 | gen   16 (1.5K grids scored in 8.7 m) | maps{1} | new champion: max wsl 10, nw 12, score 147
seed 181 | gen    9 (627 grids scored in 3.5 m) | maps{1} | new champion: max wsl 13, nw 11, score 114
seed 101 | gen   19 (2.0K grids scored in 12.3 m) | maps{1} | new champion: max wsl 8, nw 14, score 151
seed 131 | gen    2 (66 grids scored in 26.0 s) | maps{1} | new champion: max wsl 13, nw 11, score 106
seed 41 | gen    9 (961 grids scored in 17.2 m) | maps{1} | new champion: max wsl 9, nw 14, score 151
seed 76 | gen   15 (1.6K grids scored in 13.2 m) | maps{1} | new champion: max wsl 9, nw 14, score 159
seed 151 | gen    6 (679 grids scored in 6.5 m) | maps{1} | new champion: max wsl 9, nw 17, score 144
seed 46 | gen    6 (514 grids scored in 7.3 m) | maps{1} | new champion: max wsl 9, nw 15, score 148
seed 126 | gen    6 (427 grids scored in 11.0 m) | maps{1} | new champion: max wsl 13, nw 16, score 147
seed 56 | gen    5 (435 grids scored in 4.8 m) | maps{1} | new champion: max wsl 11, nw 13, score 149
seed 66 | gen   11 (1.0K grids scored in 16.8 m) | maps{1} | new champion: max wsl 8, nw 14, score 160
seed 181 | gen   10 (772 grids scored in 4.5 m) | maps{1} | new champion: max wsl 13, nw 11, score 125
seed 131 | gen    3 (179 grids scored in 1.7 m) | maps{1} | new champion: max wsl 13, nw 11, score 117
seed 146 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 6, score 70
seed 101 | gen   20 (2.2K grids scored in 14.1 m) | maps{1} | new champion: max wsl 8, nw 14, score 154
seed 146 | gen    1 (2 grids scored in 3.7 s) | maps{1} | new champion: max wsl 13, nw 14, score 109
seed 186 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 70
seed 151 | gen    7 (835 grids scored in 8.3 m) | maps{1} | new champion: max wsl 9, nw 16, score 150
seed 61 | gen    9 (939 grids scored in 14.6 m) | maps{1} | new champion: max wsl 9, nw 14, score 157
seed 52 | gen   29 (4.5K grids scored in 3.7 h) | maps{1} | new champion: max wsl 9, nw 14, score 171
seed 121 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 66
seed 121 | gen    3 (32 grids scored in 8.6 s) | maps{1} | new champion: max wsl 9, nw 12, score 124
seed 36 | gen    5 (436 grids scored in 6.7 m) | maps{1} | new champion: max wsl 11, nw 13, score 159
seed 56 | gen    6 (603 grids scored in 6.8 m) | maps{1} | new champion: max wsl 8, nw 12, score 150
seed 156 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 71
seed 181 | gen   11 (947 grids scored in 6.3 m) | maps{1} | new champion: max wsl 10, nw 12, score 143
seed 131 | gen    4 (315 grids scored in 3.2 m) | maps{1} | new champion: max wsl 13, nw 11, score 132
seed 106 | gen   17 (1.7K grids scored in 12.1 m) | maps{1} | new champion: max wsl 10, nw 14, score 152
seed 146 | gen    2 (40 grids scored in 1.4 m) | maps{1} | new champion: max wsl 13, nw 14, score 135
seed 121 | gen    4 (90 grids scored in 46.4 s) | maps{1} | new champion: max wsl 9, nw 12, score 128
seed 111 | gen   45 (6.2K grids scored in 21.2 m) | maps{1} | new champion: max wsl 13, nw 15, score 130
seed 41 | gen   10 (1.1K grids scored in 20.2 m) | maps{1} | new champion: max wsl 9, nw 13, score 157
seed 66 | gen   12 (1.2K grids scored in 19.3 m) | maps{1} | new champion: max wsl 8, nw 15, score 163
seed 161 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 69
seed 111 | gen   46 (6.4K grids scored in 21.8 m) | maps{1} | new champion: max wsl 12, nw 15, score 135
seed 146 | gen    3 (102 grids scored in 2.2 m) | maps{1} | new champion: max wsl 13, nw 15, score 138
seed 181 | gen   12 (1.1K grids scored in 7.8 m) | maps{1} | new champion: max wsl 9, nw 12, score 145
seed 131 | gen    5 (472 grids scored in 4.9 m) | maps{1} | new champion: max wsl 13, nw 11, score 137
seed 36 | gen    6 (567 grids scored in 8.7 m) | maps{1} | new champion: max wsl 11, nw 12, score 160
seed 111 | gen   47 (6.5K grids scored in 22.6 m) | maps{1} | new champion: max wsl 12, nw 15, score 143
seed 161 | gen    4 (152 grids scored in 1.1 m) | maps{1} | new champion: max wsl 13, nw 14, score 118
seed 121 | gen    5 (195 grids scored in 2.3 m) | maps{1} | new champion: max wsl 8, nw 12, score 137
seed 146 | gen    4 (196 grids scored in 3.4 m) | maps{1} | new champion: max wsl 10, nw 15, score 145
seed 56 | gen    7 (765 grids scored in 9.6 m) | maps{1} | new champion: max wsl 8, nw 12, score 156
seed 191 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 67
seed 191 | gen    1 (2 grids scored in 5.9 s) | maps{1} | new champion: max wsl 13, nw 12, score 125
seed 41 | gen   11 (1.3K grids scored in 22.7 m) | maps{1} | new champion: max wsl 9, nw 14, score 158
seed 141 | gen    6 (387 grids scored in 18.3 m) | maps{1} | new champion: max wsl 13, nw 14, score 136
seed 181 | gen   13 (1.3K grids scored in 9.6 m) | maps{1} | new champion: max wsl 9, nw 14, score 155
seed 161 | gen    5 (303 grids scored in 2.6 m) | maps{1} | new champion: max wsl 13, nw 13, score 125
seed 166 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 66
seed 101 | gen   22 (2.5K grids scored in 18.6 m) | maps{1} | new champion: max wsl 8, nw 13, score 160
seed 191 | gen    2 (35 grids scored in 1.1 m) | maps{1} | new champion: max wsl 10, nw 12, score 135
seed 146 | gen    5 (311 grids scored in 4.9 m) | maps{1} | new champion: max wsl 10, nw 14, score 152
seed 171 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 66
seed 171 | gen    1 (7 grids scored in 2.4 s) | maps{1} | new champion: max wsl 11, nw 14, score 143
seed 86 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 9, score 69
seed 106 | gen   18 (1.8K grids scored in 16.1 m) | maps{1} | new champion: max wsl 8, nw 12, score 153
seed 111 | gen   49 (6.9K grids scored in 25.1 m) | maps{1} | new champion: max wsl 12, nw 14, score 146
seed 131 | gen    6 (630 grids scored in 7.6 m) | maps{1} | new champion: max wsl 11, nw 12, score 144
seed 52 | gen   30 (4.7K grids scored in 3.8 h) | maps{1} | new champion: max wsl 9, nw 14, score 174
seed 121 | gen    6 (307 grids scored in 5.0 m) | maps{1} | new champion: max wsl 8, nw 13, score 143
seed 171 | gen    2 (55 grids scored in 42.2 s) | maps{1} | new champion: max wsl 11, nw 14, score 148
seed 41 | gen   12 (1.4K grids scored in 25.5 m) | maps{1} | new champion: max wsl 9, nw 13, score 165
seed 72 | gen   18 (2.7K grids scored in 4.4 h) | maps{1} | new champion: max wsl 9, nw 13, score 154
